DTXSID,Chemical,CASRN,SMILES,Library,Max conc,Median % activity,Tested in CR?,dataset,Comment,UVCB/Markush,NEUTRAL/SALT PAIRS,AQC,QualityCall,T0,T4,Call,SMILES,QSAR_READY_SMILES,MOLECULAR_FORMULA,AVERAGE_MASS,DTXSID,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED
DTXSID8023890,Asulam,3337-71-1,COC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,ph1_v2,100.015,5.443567709,N,training,,,,D-ND-T Unknown,Unknown,D,ND,T,COC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,COC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,C8H10N2O4S,230.24,DTXSID8023890,-0.267172,2.16E-09
DTXSID1024255,Phenmedipham,13684-63-4,COC(=O)NC1=CC(OC(=O)NC2=CC=CC(C)=C2)=CC=C1,e1k,99.9985,40.68085738,N,training,,,,D-ND-T Unknown,Unknown,D,ND,T,COC(=O)NC1=CC(OC(=O)NC2=CC=CC(C)=C2)=CC=C1,COC(=O)NC1=CC(OC(=O)NC2=CC=CC(C)=C2)=CC=C1,C16H16N2O4,300.314,DTXSID1024255,3.58883,1.04E-11
DTXSID1020512,Dimethylcarbamoyl chloride,79-44-7,CN(C)C(Cl)=O,ph2,99.9465,-3.909643788,N,training,<100 Mas,,,D-ND-T Fail,Fail,D,ND,T,CN(C)C(Cl)=O,CN(C)C(Cl)=O,C3H6ClNO,107.54,DTXSID1020512,-0.363663,1.95227
DTXSID2040361,Metam-sodium hydrate,6734-80-1,O.O.O.[Na+].CNC([S-])=S,ph1_v2,,,,leaderboard,,,,D-ND-T Fail,Fail,D,ND,L,O.O.O.[Na+].CNC([S-])=S,CNC(S)=S,C2H10NNaO3S2,183.22,DTXSID2040361,-0.372277,0.151233
DTXSID4020292,2-Chloroacetaldehyde,107-20-0,ClCC=O,e1k,100,8.749482891,N,training,<100 Mas,,,D-ND-L Fail,Unknown,D,ND,L,ClCC=O,ClCC=O,C2H3ClO,78.5,DTXSID4020292,0.541412,65.3605
DTXSID7021653,Pentanal,110-62-3,CCCCC=O,ph2,99.9975,1.169374692,N,training,<100 Mas,,,D-ND-L Fail,Fail,D,ND,L,CCCCC=O,CCCCC=O,C5H10O,86.134,DTXSID7021653,1.06334,26.1434
DTXSID5024055,Dimethyl sulfate,77-78-1,COS(=O)(=O)OC,ph2,100,11.92523121,N,training,,,,D-ND-L Fail,Fail,D,ND,L,COS(=O)(=O)OC,COS(=O)(=O)OC,C2H6O4S,126.13,DTXSID5024055,-0.711526,0.675638
DTXSID3024657,3-Bromo-1-propanol,627-18-9,OCCCBr,ph2,,,,blind test,,,,D-ND-L,Unknown,D,ND,L,OCCCBr,OCCCBr,C3H7BrO,138.992,DTXSID3024657,1.0243,0.100927
DTXSID9025451,"4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one",14901-07-6,CC(=O)C=CC1=C(C)CCCC1(C)C,e1k,100.0015,19.82355994,N,training,,,,D-ND Unknown,Unknown,D,ND, ,CC(=O)C=CC1=C(C)CCCC1(C)C,CC(=O)C=CC1=C(C)CCCC1(C)C,C13H20O,192.302,DTXSID9025451,3.94498,0.0538156
DTXSID9020293,2-Chloroacetophenone,532-27-4,ClCC(=O)C1=CC=CC=C1,ph2,100,26.02292743,N,training,,,,D-ND Unknown,Unknown,D,ND, ,ClCC(=O)C1=CC=CC=C1,ClCC(=O)C1=CC=CC=C1,C8H7ClO,154.59,DTXSID9020293,2.39407,0.00553602
DTXSID7020710,"1,2-Diphenylhydrazine",122-66-7,N(NC1=CC=CC=C1)C1=CC=CC=C1,ph2,,,,blind test,,,,D-ND Unknown,Unknown,D,ND, ,N(NC1=CC=CC=C1)C1=CC=CC=C1,N(NC1=CC=CC=C1)C1=CC=CC=C1,C12H12N2,184.242,DTXSID7020710,2.94097,0.00043233
DTXSID1047528,Benzyloctyl adipate,58394-64-2,CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1,ph2,100,13.4527584,N,training,,,,D-ND Unknown,Unknown,D,ND, ,CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1,CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1,C21H32O4,348.483,DTXSID1047528,5.62173,3.17E-06
DTXSID9025291,2-Ethylhexaldehyde,123-05-7,CCCCC(CC)C=O,e1k,,,,leaderboard,,,,D-F-T Fail,Fail,D,F,T,CCCCC(CC)C=O,CCCCC(CC)C=O,C8H16O,128.215,DTXSID9025291,2.96977,1.81271
DTXSID1027550,Sodium chloroacetate,3926-62-3,[Na+].[O-]C(=O)CCl,e1k,99.9945,9.328644879,N,training,<100 Mas,,,D-F-T Fail,Fail,D,F,T,[Na+].[O-]C(=O)CCl,OC(=O)CCl,C2H2ClNaO2,116.48,DTXSID1027550,-1.03573,0.0667299
DTXSID6027397,"Sorbitan, mono-(9Z)-9-octadecenoate",1338-43-8,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,ph2,,,,leaderboard,,,,D-F-T Fail,Fail,D,F,T,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,C24H44O6,428.61,DTXSID6027397,4.76345,1.79E-09
DTXSID3021483,Phenylacetaldehyde,122-78-1,O=CCC1=CC=CC=C1,e1k,100.0375,55.79512968,N,training,<100 Mas,,,D-F-L Fail,Fail,D,F,L,O=CCC1=CC=CC=C1,O=CCC1=CC=CC=C1,C8H8O,120.151,DTXSID3021483,1.77993,0.393199
DTXSID3035341,"1,3-Dibromo-5,5-dimethylhydantoin",77-48-5,CC1(C)N(Br)C(=O)N(Br)C1=O,ph2,,,,blind test,,,,D-D-T Fail,Fail,D,D,T,CC1(C)N(Br)C(=O)N(Br)C1=O,CC1(C)N(Br)C(=O)N(Br)C1=O,C5H6Br2N2O2,285.923,DTXSID3035341,1.94231,0.000333894
DTXSID2047301,CP-456773,210826-40-7,CC(C)(O)C1=COC(=C1)S(=O)(=O)NC(=O)NC1=C2CCCC2=CC2=C1CCC2,ph2,,,,leaderboard,,,,D-D-T Fail,Fail,D,D,T,CC(C)(O)C1=COC(=C1)S(=O)(=O)NC(=O)NC1=C2CCCC2=CC2=C1CCC2,CC(C)(O)C1=COC(=C1)S(=O)(=O)NC(=O)NC1=C2CCCC2=CC2=C1CCC2,C20H24N2O5S,404.48,DTXSID2047301,1.66484,7.52E-11
DTXSID4022991,Erythromycin,114-07-8,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ph2,25.0006,13.39534228,N,training,,,,D-D-T Fail,Fail,D,D,T,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,C37H67NO13,733.937,DTXSID4022991,3.0596,4.32E-10
DTXSID4020791,Malathion,121-75-5,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,ph1_v2,100.0045,74.95091315,N,training,,,,D-D-T Fail,Fail,D,D,S,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,C10H19O6PS2,330.35,DTXSID4020791,2.35864,3.39E-06
DTXSID5020493,Dimethyl phosphonate,868-85-9,COP(=O)OC,e1k,,,,leaderboard,PHOS*,,,D-B-T Fail,Fail,D,B,T,COP(=O)OC,COP(=O)OC,C2H7O3P,110.049,DTXSID5020493,-0.434268,4.4761
DTXSID9024699,tert-Butyl perbenzoate,614-45-9,CC(C)(C)OOC(=O)C1=CC=CC=C1,ph2,100,21.40501792,N,training,,,,C-U-T Fail,Fail,C,U,T,CC(C)(C)OOC(=O)C1=CC=CC=C1,CC(C)(C)OOC(=O)C1=CC=CC=C1,C11H14O3,194.23,DTXSID9024699,3.23584,0.00230813
DTXSID6034928,Spirodiclofen,148477-71-8,CCC(C)(C)C(=O)OC1=C(C(=O)OC11CCCCC1)C1=CC=C(Cl)C=C1Cl,ph1_v2,100,42.55183209,N,training,,,,C-ND-T Fail,Fail,C,ND,T,CCC(C)(C)C(=O)OC1=C(C(=O)OC11CCCCC1)C1=CC=C(Cl)C=C1Cl,CCC(C)(C)C(=O)OC1=C(C(=O)OC11CCCCC1)C1=CC=C(Cl)C=C1Cl,C21H24Cl2O4,411.32,DTXSID6034928,4.65223,1.57E-08
DTXSID1020855,Methyl parathion,298-00-0,COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,ph1_v2,99.982,92.60358807,Y,training,PHOS*,,,C-ND-T Fail,Fail,C,ND,T,COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,C8H10NO5PS,263.2,DTXSID1020855,2.86214,3.53E-06
DTXSID5026251,Triphenylphosphine,603-35-0,C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,e1k,100.001,17.63926138,N,training,,,,C-ND-T Fail,Fail,C,ND,T,C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,C18H15P,262.292,DTXSID5026251,5.68934,3.76E-07
DTXSID6032352,Chlorpyrifos-methyl,5598-13-0,COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,ph1_v2,100.003,99.64754704,Y,training,PHOS*,,,C-F-T Fail,Fail,C,F,T,COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,C7H7Cl3NO3PS,322.52,DTXSID6032352,4.30989,4.21E-05
DTXSID2027466,ECC,2386-87-0,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,e1k,,,,leaderboard,,,,C-F-T Fail,Fail,C,F,T,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,C14H20O4,252.31,DTXSID2027466,1.80275,2.72E-05
DTXSID5024261,Phosmet,732-11-6,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,ph2,100,55.73931994,N,training,PHOS*,,,C-D-T Fail,Fail,C,D,T,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,C11H12NO4PS2,317.31,DTXSID5024261,2.78136,4.90E-07
DTXSID7020845,Methyl methanesulfonate,66-27-3,COS(C)(=O)=O,ph2,,,,blind test,,,,Cc-ND-T Fail,Fail,Cc,ND,T,COS(C)(=O)=O,COS(C)(=O)=O,C2H6O3S,110.13,DTXSID7020845,0.202632,0.718835
DTXSID6025141,"1,3-Dimethylolurea",140-95-4,OCNC(=O)NCO,e1k,,,,leaderboard,,,,Cc-ND-T Fail,Fail,Cc,ND,T,OCNC(=O)NCO,OCNC(=O)NCO,C3H8N2O3,120.108,DTXSID6025141,-1.18638,6.04E-09
DTXSID3021643,Octanal,124-13-0,CCCCCCCC=O,ph2,100,-4.855237476,N,training,,,,Cc-Fns-L Fail,Fail,Cc,Fns,L,CCCCCCCC=O,CCCCCCCC=O,C8H16O,128.215,DTXSID3021643,2.76889,1.17634
DTXSID5020449,Dichlorvos,62-73-7,COP(=O)(OC)OC=C(Cl)Cl,ph1_v2,49.75735,13.93500819,N,training,PHOS*,,,Cc-D-T Fail,Fail,Cc,D,T,COP(=O)(OC)OC=C(Cl)Cl,COP(=O)(OC)OC=C(Cl)Cl,C4H7Cl2O4P,220.97,DTXSID5020449,1.42945,0.0157875
DTXSID6032514,"1,2-Benzenedicarboxaldehyde",643-79-8,O=CC1=CC=CC=C1C=O,ph2,100,98.01636186,Y,training,,,,Cc-D-Fail,Fail,Cc,D,T,O=CC1=CC=CC=C1C=O,O=CC1=CC=CC=C1C=O,C8H6O2,134.134,DTXSID6032514,0.968712,0.0519648
DTXSID1020485,C.I. Disperse Black 6 dihydrochloride,20325-40-0,Cl.Cl.COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,ph2,100,110.4487223,Y,training,,,E,C-C Pass,Pass,C,C, ,Cl.Cl.COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,C14H18Cl2N2O2,317.21,DTXSID1020485,-0.258829,4.71E-09
DTXSID3047429,Dexamethasone sodium phosphate,2392-39-4,[Na+].[Na+].[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COP([O-])([O-])=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,ph2,100.0275,7.117234068,N,training,,,,A-Ac-X Fail,Fail,C,Ac,T,[Na+].[Na+].[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COP([O-])([O-])=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(O)(O)=O,C22H28FNa2O8P,516.41,DTXSID3047429,0.979213,1.21E-09
DTXSID1041346,"2,4-D-ethyl ester",533-23-3,CCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,e1k,,,,blind test,,,,B-ND-T,Unknown,B,ND,T,CCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,CCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,C10H10Cl2O3,249.09,DTXSID1041346,3.13514,0.000236796
DTXSID2021286,Styrene oxide,96-09-3,C1OC1C1=CC=CC=C1,ph2,,,,leaderboard,,,,B-F-T Fail,Fail,B,F,T,C1OC1C1=CC=CC=C1,C1OC1C1=CC=CC=C1,C8H8O,120.151,DTXSID2021286,1.61295,0.300187
DTXSID2032348,Chlorophacinone,3691-35-8,ClC1=CC=C(C=C1)C(C(=O)C1C(=O)C2=C(C=CC=C2)C1=O)C1=CC=CC=C1,e1k,99.9985,90.42290749,Y,training,,,,B-F-T FAIL,Fail,B,F,T,ClC1=CC=C(C=C1)C(C(=O)C1C(=O)C2=C(C=CC=C2)C1=O)C1=CC=CC=C1,ClC1=CC=C(C=C1)C(C(=O)C1C(=O)C2=C(C=CC=C2)C1=O)C1=CC=CC=C1,C23H15ClO3,374.82,DTXSID2032348,4.06372,7.49E-10
DTXSID0029214,Methylionone,1335-46-2, ,e1k,100,49.80849984,N,training,,X,,B-Fns-T Fail,Fail,B,Fns,T, , , , ,DTXSID0029214, , 
DTXSID9024691,Butyl glycidyl ether,8/6/2426,CCCCOCC1CO1,e1k,100,5.54894747,N,training,,,,B-Fns-L,Fail,B,Fns,L,CCCCOCC1CO1,CCCCOCC1CO1,C7H14O2,130.187,DTXSID9024691,0.630557,3.19602
DTXSID1038666,Chlorpyrifos oxon,5598-15-2,CCOP(=O)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,ph1_v2,99.644,99.35252404,Y,training,PHOS*,,,B-D-T Fail,Fail,B,D,T,CCOP(=O)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,CCOP(=O)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,C9H11Cl3NO4P,334.51,DTXSID1038666,3.19947,0.000012805
DTXSID5020819,Methidathion,950-37-8,COC1=NN(CSP(=S)(OC)OC)C(=O)S1,ph1_v2,100.0155,73.86831852,N,training,,,,B-D-T Fail,Fail,B,D,T,COC1=NN(CSP(=S)(OC)OC)C(=O)S1,COC1=NN(CSP(=S)(OC)OC)C(=O)S1,C6H11N2O4PS3,302.32,DTXSID5020819,2.19921,3.37E-06
DTXSID4020458,Chlorpyrifos,2921-88-2,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,ph2,99.9985,102.7779406,Y,training,PHOS*,,,B-C-T Fail,Fail,B,C,T,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,C9H11Cl3NO3PS,350.57,DTXSID4020458,4.95863,2.03E-05
DTXSID0024266,Pirimiphos-methyl,29232-93-7,CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1,ph1_v2,,,,blind test,,,,B-C-T Fail,Fail,B,C,T,CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1,CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1,C11H20N3O3PS,305.33,DTXSID0024266,4.19741,1.50E-05
DTXSID1032484,Temephos,3383-96-8,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,e1k,100.0025,101.6379367,Y,training,PHOS*,,,B-C-T Fail,Fail,B,C,T,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,C16H20O6P2S3,466.46,DTXSID1032484,5.95756,1.65E-08
DTXSID6020307,Chloromethyl methyl ether,107-30-2,COCCl,e1k,,,,blind test,<100 Mas,,,Bc-Fns-L Fail,Fail,Bc,Fns,L,COCCl,COCCl,C2H5ClO,80.51,DTXSID6020307,0.295088,30.3072
DTXSID2020505,Dimethylaminoethanol,108-01-0,CN(C)CCO,ph2,,,,blind test,<100 Mas,,,Bc-Fns-L Fail,Fail,Bc,Fns,L,CN(C)CCO,CN(C)CCO,C4H11NO,89.138,DTXSID2020505,-0.136558,3.16985
DTXSID7023192,Lactic acid,50-21-5,CC(O)C(O)=O,e1k,,,,blind test,<100 Mas,,,B-B-S Pass,Pass,B,B,S,CC(O)C(O)=O,CC(O)C(O)=O,C3H6O3,90.078,DTXSID7023192,-0.720713,0.0809846
DTXSID3026726,Citronellol,106-22-9,CC(CCO)CCC=C(C)C,ph2,100,92.94152009,Y,training,,,,B-B-S Pass,Pass,B,B,S,CC(CCO)CCC=C(C)C,CC(CCO)CCC=C(C)C,C10H20O,156.269,DTXSID3026726,3.90856,0.0441618
DTXSID1020805,dl-Menthol,89-78-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,e1k,,,,leaderboard,,,,B-B-S Pass,Pass,B,B,S,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)C1CCC(C)CC1O,C10H20O,156.269,DTXSID1020805,3.34258,0.00554997
DTXSID2034590,Fenamidone,161326-34-7,CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1,ph1_v2,99.998,35.28259574,N,training,,,,B-B-S Pass,Pass,B,B,S,CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1,CSC1=NC(C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1,C17H17N3OS,311.4,DTXSID2034590,2.74697,6.16E-07
DTXSID2021288,Sucrose,57-50-1,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,ph2,100.001,8.08221505,N,training,,,,B-B-S Pass,Pass,B,B,S,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,C12H22O11,342.297,DTXSID2021288,-3.69895,5.43E-11
DTXSID6020480,Dimethoxane,828-00-2,CC1CC(OC(C)=O)OC(C)O1,ph2,100,-24.14254084,N,training,,,,B-Bc-T,Fail,B,Bc,T,CC1CC(OC(C)=O)OC(C)O1,CC1CC(OC(C)=O)OC(C)O1,C8H14O4,174.196,DTXSID6020480,1.29831,0.0465845
DTXSID7027047,alpha-Isomethylionone,127-51-5,CC(=O)C(C)=CC1C(C)=CCCC1(C)C,ph2,100.0015,41.29868438,N,training,,,,B-Ac-L Fail,Fail,B,Ac,L,CC(=O)C(C)=CC1C(C)=CCCC1(C)C,CC(=O)C(C)=CC1C(C)=CCCC1(C)C,C14H22O,206.329,DTXSID7027047,4.38167,0.0553989
DTXSID3047558,2-(Perfluorohexyl)ethyl methacrylate,2144-53-8,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,100.002,9.448028674,N,training,PFAS,,,A-U-X Unknown,Unknown,A,U,X,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H9F13O2,432.181,DTXSID3047558,4.28297,0.0432381
DTXSID2022179,Pentachloropyridine,2176-62-7,ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl,ph2,,,,blind test,,,,A-U Unknown,Unknown,A,U, ,ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl,ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl,C5Cl5N,251.31,DTXSID2022179,3.5316,0.0139492
DTXSID2021105,Pentachloronitrobenzene,82-68-8,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,ph1_v2,100,69.70968571,N,training,,,,A-U Unknown,Unknown,A,U, ,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,C6Cl5NO2,295.32,DTXSID2021105,4.63975,5.01E-05
DTXSID9026922,Tetraethylene glycol,112-60-7,OCCOCCOCCOCCO,e1k,,,,blind test,,,,A-U Unknown,Unknown,A,U, ,OCCOCCOCCOCCO,OCCOCCOCCOCCO,C8H18O5,194.227,DTXSID9026922,-0.758116,0.000046579
DTXSID7024873,Cyanuric acid,108-80-5,OC1=NC(O)=NC(O)=N1,ph2,,,,leaderboard,,,,A-U Unknown,Unknown,A,U, ,OC1=NC(O)=NC(O)=N1,OC1=NC(O)=NC(O)=N1,C3H3N3O3,129.075,DTXSID7024873,-0.957167,2.55E-08
DTXSID8041610,Arabinose,147-81-9,OC[C@@H](O)[C@@H](O)[C@H](O)C=O,e1k,,,,leaderboard,,,,A-U Unknown,Unknown,A,U, ,OC[C@@H](O)[C@@H](O)[C@H](O)C=O,OCC(O)C(O)C(O)C=O,C5H10O5,150.13,DTXSID8041610,-2.35733,1.98E-10
DTXSID2020688,Hexachlorocyclopentadiene,77-47-4,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,ph2,100,98.39578895,Y,training,,,,A-U Pass,Pass,A,U, ,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,C5Cl6,272.76,DTXSID2020688,5.0384,0.0602354
DTXSID7020683,"Hexachloro-1,3-butadiene",87-68-3,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,e1k,100,98.85031042,Y,training,,,,A-U  ,Unknown,A,U, ,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,C4Cl6,260.74,DTXSID7020683,4.77909,0.219612
DTXSID3026697,Bis(2-ethylhexyl) nonanedioate,103-24-2,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,ph2,,,,blind test,,,,A-ND-T Fail,Fail,A,ND,T,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,C25H48O4,412.655,DTXSID3026697,8.99285,5.42E-07
DTXSID6041472,"3,5-Dimethyl-1-hexyn-3-ol",107-54-0,CC(C)CC(C)(O)C#C,e1k,,,,blind test,,,,A-ND Unknown,Unknown,A,ND,,CC(C)CC(C)(O)C#C,CC(C)CC(C)(O)C#C,C8H14O,126.199,DTXSID6041472,1.78339,4.19491
DTXSID6022137,(Z)-3-Hexen-1-ol,928-96-1,CC\C=C/CCO,e1k,100.0075,18.98297974,N,training,<100 Mas,,,A-ND Unknown,Unknown,F,ND,,CC\C=C/CCO,CCC=CCCO,C6H12O,100.161,DTXSID6022137,1.19711,1.36779
DTXSID9048194,Heptanophenone,1671-75-6,CCCCCCC(=O)C1=CC=CC=C1,e1k,100,41.6969697,N,training,,,,A-ND Unknown,Unknown,A,ND, ,CCCCCCC(=O)C1=CC=CC=C1,CCCCCCC(=O)C1=CC=CC=C1,C13H18O,190.286,DTXSID9048194,3.69978,0.168052
DTXSID8042189,"N,N-Diisopropylaniline",4107-98-6,CC(C)N(C(C)C)C1=CC=CC=C1,e1k,,,,blind test,,,,A-ND Unknown,Unknown,A,ND, ,CC(C)N(C(C)C)C1=CC=CC=C1,CC(C)N(C(C)C)C1=CC=CC=C1,C12H19N,177.291,DTXSID8042189,3.84629,0.164617
DTXSID8047185,Isopentyl benzoate,94-46-2,CC(C)CCOC(=O)C1=CC=CC=C1,e1k,,,,leaderboard,,,,A-ND Unknown,Unknown,A,ND, ,CC(C)CCOC(=O)C1=CC=CC=C1,CC(C)CCOC(=O)C1=CC=CC=C1,C12H16O2,192.258,DTXSID8047185,4.14382,0.14013
DTXSID8021199,Pebulate,1114-71-2,CCCCN(CC)C(=O)SCCC,e1k,,,,leaderboard,,,,A-ND Unknown,Unknown,A,ND, ,CCCCN(CC)C(=O)SCCC,CCCCN(CC)C(=O)SCCC,C10H21NOS,203.34,DTXSID8021199,3.83465,0.0842824
DTXSID9025403,Hexyl benzoate,6789-88-4,CCCCCCOC(=O)C1=CC=CC=C1,e1k,100,51.15308454,N,training,,,,A-ND Unknown,Unknown,A,ND, ,CCCCCCOC(=O)C1=CC=CC=C1,CCCCCCOC(=O)C1=CC=CC=C1,C13H18O2,206.285,DTXSID9025403,3.44678,0.030683
DTXSID9027364,"N,N-Dimethyloctanamide",1118-92-9,CCCCCCCC(=O)N(C)C,e1k,100,13.03034925,N,training,,,,A-ND Unknown,Unknown,A,ND, ,CCCCCCCC(=O)N(C)C,CCCCCCCC(=O)N(C)C,C10H21NO,171.284,DTXSID9027364,2.3616,0.0285912
DTXSID1024091,EPTC,759-94-4,CCCN(CCC)C(=O)SCC,ph1_v2,,,,leaderboard,,,,A-ND Unknown,Unknown,A,ND, ,CCCN(CCC)C(=O)SCC,CCCN(CCC)C(=O)SCC,C9H19NOS,189.32,DTXSID1024091,3.2102,0.0239796
DTXSID5048211,Ethyl 4-methylbenzoate,94-08-6,CCOC(=O)C1=CC=C(C)C=C1,e1k,,,,leaderboard,,,,A-ND Unknown,Unknown,A,ND, ,CCOC(=O)C1=CC=C(C)C=C1,CCOC(=O)C1=CC=C(C)C=C1,C10H12O2,164.204,DTXSID5048211,2.44461,0.0230982
