DTXSID,Chemical,CASRN,SMILES,Library,Max conc,Median % activity,Tested in CR?,,,,
DTXSID4034287,5-Heptyldihydro-2(3H)-furanone,104-67-6,CCCCCCCC1CCC(=O)O1,ph2,100,42.3841254,N,,,,
DTXSID5021201,Gallic acid n-propyl ester,121-79-9,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,ph2,99.998,104.7744361,Y,,,,
DTXSID7030698,alpha-Cyclodextrin,10016-20-3,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,ph2,100,3.455754772,N,,,,
DTXSID3020910,Busulfan,55-98-1,CS(=O)(=O)OCCCCOS(C)(=O)=O,ph2,99.9985,11.36290252,N,,,,
DTXSID9022528,Ethylparaben,120-47-8,CCOC(=O)C1=CC=C(O)C=C1,ph2,100,81.33892423,N,,,,
DTXSID6024882,Cycloheximide,66-81-9,[H][C@]1(C[C@@H](C)C[C@H](C)C1=O)[C@H](O)CC1CC(=O)NC(=O)C1,ph2,100,10.82343073,N,,,,
DTXSID3021936,Hexanedinitrile,111-69-3,N#CCCCCC#N,ph2,99.983,15.87166466,N,,,,
DTXSID2047301,CP-456773,210826-40-7,CC(C)(O)C1=COC(=C1)S(=O)(=O)NC(=O)NC1=C2CCCC2=CC2=C1CCC2,ph2,100,35.03390378,N,,,,
DTXSID2047274,CP-114271,113734-18-2,CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F,ph2,100,22.25274725,N,,,,
DTXSID0021834,4-Nitrophenol,100-02-7,OC1=CC=C(C=C1)[N+]([O-])=O,ph2,100,103.0410661,Y,,,,
DTXSID8024523,"4-Androstene-3,17-dione",63-05-8,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,ph2,99.9975,21.46065107,N,,,,
DTXSID6027923,Dodecylbenzenesulfonic acid,27176-87-0,"CCCCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:13:2,15:2,16:2,m:12:22.21.20|",ph2,99.9985,105.3412377,Y,,,,
DTXSID7027887,Bis(2-ethylhexyl) tetrabromophthalate,26040-51-7,CCCCC(CC)COC(=O)C1=C(Br)C(Br)=C(Br)C(Br)=C1C(=O)OCC(CC)CCCC,e1k,73.4275,32.41080561,N,,,,
DTXSID1021087,Oxazepam,604-75-1,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,e1k,87.1935,23.45827568,N,,,,
DTXSID3034583,Ethyl 1-naphthaleneacetate,2122-70-5,CCOC(=O)CC1=CC=CC2=C1C=CC=C2,e1k,100,83.96287548,N,,,,
DTXSID7029162,"3-Bromo-1-chloro-5,5-dimethylhydantoin",126-06-7,CC1(C)N(Cl)C(=O)N(Br)C1=O,e1k,100.002,14.90624804,N,,,,
DTXSID7021815,"3,4-Dichloroaniline",95-76-1,NC1=CC(Cl)=C(Cl)C=C1,e1k,100.001,91.02405987,Y,,,,
DTXSID0021460,Zearalenone,17924-92-4,C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,e1k,99.9825,28.09096926,N,,,,
DTXSID8044202,Octyl acetate,112-14-1,CCCCCCCCOC(C)=O,e1k,100,15.0111305,N,,,,
DTXSID5047451,"C.I. Acid Yellow 11, sodium salt",6359-82-6,[Na+].CC1=NN(C(=O)C1N=NC1=CC=CC=C1)C1=CC=C(C=C1)S([O-])(=O)=O,e1k,99.998,108.344656,Y,,,,
DTXSID5025023,Dicyclopentadiene,77-73-6,C1C=CC2C3CC(C=C3)C12,e1k,98.712,13.57678881,N,,,,
DTXSID1041425,(2E)-2-Hexenal,6728-26-3,CCC\C=C\C=O,e1k,100.0235,52.15690993,N,,,,
DTXSID7034549,Dinotefuran,165252-70-0,CNC(NCC1CCOC1)=N[N+]([O-])=O,e1k,95.6905,7.442392155,N,,,,
DTXSID0041567,"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",141-22-0,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,e1k,100.0025,88.58071115,Y,,,,
DTXSID3032389,Farnesol,4602-84-0,CC(C)=CCCC(C)=CCCC(C)=CCO,e1k,100,89.97052614,Y,,,,
DTXSID1032648,Z-Tetrachlorvinphos,22248-79-9,COP(=O)(OC)O\C(=C/Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1,e1k,99.9975,100.8784068,Y,,,,
DTXSID1025300,2-Ethylhexyl diphenyl phosphate,1241-94-7,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,e1k,99.9965,53.08344865,N,,,,
DTXSID7028774,Alkyl (C12-C14) glycidyl ether,68609-97-2, ,e1k,59.472,57.7281752,N,,,,
DTXSID7032688,Phenothrin,26002-80-2,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,e1k,100.0025,45.01975376,N,,,,
DTXSID6021957,Phenyl salicylate,118-55-8,OC1=C(C=CC=C1)C(=O)OC1=CC=CC=C1,e1k,99.9985,95.96895494,Y,,,,
DTXSID0022014,Hydroquinone dimethyl ether,150-78-7,COC1=CC=C(OC)C=C1,e1k,100,19.16828509,N,,,,
DTXSID7020425,Dichlone,117-80-6,ClC1=C(Cl)C(=O)C2=C(C=CC=C2)C1=O,e1k,100.002,92.68395403,Y,,,,
DTXSID7021152,4-Phenylphenol,92-69-3,OC1=CC=C(C=C1)C1=CC=CC=C1,e1k,99.9985,100.8847375,Y,,,,
DTXSID4042094,Levomenol,23089-26-1,CC(C)=CCC[C@](C)(O)[C@H]1CCC(C)=CC1,e1k,100.0015,41.00234643,N,,,,
DTXSID5037494,s-Chloroaminoisopropylaminotriazine,6190-65-4,CC(C)NC1=NC(Cl)=NC(N)=N1,e1k,100,15.79327357,N,,,,
DTXSID9036226,Sodium octyl sulfate,142-31-4,[Na+].CCCCCCCCOS([O-])(=O)=O,e1k,100.0025,90.42818829,Y,,,,
DTXSID0022480,3-Ethylphenol,620-17-7,CCC1=CC=CC(O)=C1,e1k,102.6255,59.26754322,N,,,,
DTXSID7042061,Isobornyl acetate,125-12-2,CC(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,e1k,100.001,12.62860237,N,,,,
DTXSID1026879,Hexamethyleneimine,111-49-9,C1CCCNCC1,e1k,99.948,0.559533121,N,,,,
DTXSID9040342,"4-Ethyl-1,3-dioxolan-2-one",4437-85-8,CCC1COC(=O)O1,e1k,99.997,15.15552614,N,,,,
DTXSID4026501,alpha-Pinene,80-56-8,CC1=CCC2CC1C2(C)C,e1k,100,14.6862403,N,,,,
DTXSID2022628,Atenolol,29122-68-7,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,e1k,100.002,15.43204168,N,,,,
DTXSID0029133,4-Hydroxyacetophenone,99-93-4,CC(=O)C1=CC=C(O)C=C1,e1k,100,36.71860899,N,,,,
DTXSID5047879,2-Hydroxybenzophenone,117-99-7,OC1=CC=CC=C1C(=O)C1=CC=CC=C1,e1k,100,102.418627,Y,,,,
DTXSID8020969,Nitroethane,79-24-3,CC[N+]([O-])=O,e1k,99.9915,4.420604828,N,,,,
DTXSID0027191,"1,3-Cyclopentadiene",542-92-7,C1C=CC=C1,e1k,100.0445,10.86770208,N,,,,
DTXSID9022526,Benzyl 4-hydroxybenzoate,94-18-8,OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,e1k,99.9985,103.2400343,Y,,,,
DTXSID0027721,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,10081-67-1,CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1,e1k,100.001,87.50977679,Y,,,,
DTXSID5025102,3-(Dimethylamino)propylamine,109-55-7,CN(C)CCCN,e1k,99.955,11.25684375,N,,,,
DTXSID7023192,Lactic acid,50-21-5,CC(O)C(O)=O,e1k,99.973,13.08918277,N,,,,
DTXSID0038881,C.I. Acid Orange 7,633-96-5,[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=CC=CC=C2C=C1,e1k,100.01,110.3122556,Y,,,,
DTXSID0044818,2-Butyloctan-1-ol,3913-02-8,CCCCCCC(CO)CCCC,e1k,100,86.14938808,Y,,,,
DTXSID3026641,"1,3-Benzenedicarbonyl dichloride",99-63-8,ClC(=O)C1=CC(=CC=C1)C(Cl)=O,e1k,100.005,36.82690572,N,,,,
DTXSID8047185,Isopentyl benzoate,94-46-2,CC(C)CCOC(=O)C1=CC=CC=C1,e1k,100,34.52204268,N,,,,
DTXSID4020828,4-Methoxyphenol,150-76-5,COC1=CC=C(O)C=C1,e1k,100.0485,21.41267072,N,,,,
DTXSID3041530,"7-Ethyl-2-methyl-4-undecanolsulfate, sodium salt",139-88-8,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,e1k,99.926,102.956318,Y,,,,
DTXSID8041298,gamma-Caprolactone,695-06-7,CCC1CCC(=O)O1,e1k,99.951,54.03750078,N,,,,
DTXSID7041413,R-(-)-Carvone,6485-40-1,CC(=C)[C@@H]1CC=C(C)C(=O)C1,e1k,99.999,24.00197293,N,,,,
DTXSID1032309,"2,4-D-Butotyl",1929-73-3,CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,e1k,99.9975,71.82095626,N,,,,
DTXSID5028665,DINP branched,68515-48-0, ,e1k,99.998,13.37611572,N,,,,
DTXSID0041981,2-Fluoroacetic acid,144-49-0,OC(=O)CF,e1k,100.079,23.34705993,N,,,,
DTXSID9021897,3-Methylpyridine,108-99-6,CC1=CC=CN=C1,e1k,99.981,21.72913313,N,,,,
DTXSID6043915,"17-((1-Oxohexyl)oxy)pregn-4-ene-3,20-dione",630-56-8,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,e1k,99.9985,29.045285,N,,,,
DTXSID0034722,Topramezone,210631-68-8,CN1N=CC(C(=O)C2=C(C)C(C3=NOCC3)=C(C=C2)S(C)(=O)=O)=C1O,e1k,42.7916,7.481343674,N,,,,
DTXSID9042415,Sodium 4-methylbenzenesulfonate,657-84-1,[Na+].CC1=CC=C(C=C1)S([O-])(=O)=O,e1k,100,16.64761446,N,,,,
DTXSID8041957,Ethyl orthoformate,122-51-0,CCOC(OCC)OCC,e1k,100,12.00288791,N,,,,
DTXSID0029559,Diazolidinyl urea,78491-02-8,OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O,e1k,99.999,9.65112147,N,,,,
DTXSID7020683,"Hexachloro-1,3-butadiene",87-68-3,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,e1k,100,98.85031042,Y,,,,
DTXSID8042503,Tripropylene glycol butyl ether,55934-93-5,CCCCOC(CC)OC(C)COC(O)CC,e1k,100.001,5.890138981,N,,,,
DTXSID5026251,Triphenylphosphine,603-35-0,C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,e1k,100.001,17.63926138,N,,,,
DTXSID4024721,D-Camphor,464-49-3,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,e1k,100,9.848986222,N,,,,
DTXSID6041682,Bromophenol blue,115-39-9,OC1=C(Br)C=C(C=C1Br)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=CC(Br)=C(O)C(Br)=C1,e1k,93.214,102.2260995,Y,,,,
DTXSID0048183,Enterolactone,78473-71-9,OC1=CC(C[C@H]2COC(=O)[C@@H]2CC2=CC(O)=CC=C2)=CC=C1,e1k,33.5196,81.52532446,N,,,,
DTXSID0020494,Dimethyl methylphosphonate,756-79-6,COP(C)(=O)OC,e1k,99.9945,13.00162445,N,,,,
DTXSID5020499,"N,N-Dimethylacetamide",127-19-5,CN(C)C(C)=O,e1k,100,18.58873578,N,,,,
DTXSID8029157,alpha-Amyl cinnamaldehyde,122-40-7,CCCCCC(C=O)=CC1=CC=CC=C1,e1k,99.9985,77.33618963,N,,,,
DTXSID5027304,Dimethyltin dichloride,753-73-1,C[Sn](C)(Cl)Cl,e1k,100,-1.683975225,N,,,,
DTXSID7035272,"2,6-Diisopropylnaphthalene",24157-81-1,CC(C)C1=CC2=C(C=C1)C=C(C=C2)C(C)C,e1k,100,36.49771743,N,,,,
DTXSID2044713,Acid Red 337,67786-14-5,[Na+].NC1=C(N=NC2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,e1k,99.9985,103.0652447,Y,,,,
DTXSID1041346,"2,4-D-ethyl ester",533-23-3,CCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,e1k,100.0015,90.00351165,Y,,,,
DTXSID8041610,Arabinose,147-81-9,OC[C@@H](O)[C@@H](O)[C@H](O)C=O,e1k,100.0385,10.02933917,N,,,,
DTXSID2047696,Cremophor EL,61791-12-6, ,e1k,100,-22.02973194,N,,,,
DTXSID2041709,"C.I. Acid Orange 8, monosodium salt",5850-86-2,[Na+].CC1=C(C=CC(=C1)S([O-])(=O)=O)N=NC1=C(O)C=CC2=CC=CC=C12,e1k,99.9975,110.9095166,Y,,,,
DTXSID8021640,Nonanedioic acid,123-99-9,OC(=O)CCCCCCCC(O)=O,e1k,100,20.80110816,N,,,,
DTXSID4025080,Diisobutyl ketone,108-83-8,CC(C)CC(=O)CC(C)C,e1k,100.001,9.615796582,N,,,,
DTXSID6023602,Butanedioic acid,110-15-6,OC(=O)CCC(O)=O,e1k,100.025,3.747962558,N,,,,
DTXSID2025505,Linoleic acid,60-33-3,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,e1k,99.9975,74.51714854,N,,,,
DTXSID5041275,1-Monolaurin,142-18-7,CCCCCCCCCCCC(=O)OCC(O)CO,e1k,99.9975,52.35598193,N,,,,
DTXSID8020466,"N,N'-Diethylthiourea",105-55-5,CCNC(=S)NCC,e1k,99.9985,5.448458963,N,,,,
DTXSID1032511,"1,3,5-Triethylhexahydro-s-triazine",7779-27-3,CCN1CN(CC)CN(CC)C1,e1k,100,0.161616166,N,,,,
DTXSID4027868,tert-Nonanethiol,25360-10-5, ,e1k,60.816,11.22013159,N,,,,
DTXSID2026789,Propylene carbonate,108-32-7,CC1COC(=O)O1,e1k,100.0485,11.39291203,N,,,,
DTXSID0048187,1-Methoxy-4-tert-pentylcyclohexane,199584-38-8,CCC(C)(C)C1CCC(CC1)OC,e1k,99.998,34.20293201,N,,,,
DTXSID1021031,4-Nitrosodiphenylamine,156-10-5,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,e1k,100,108.8844668,Y,,,,
DTXSID7030060,"2,2-Dichloropropane",594-20-7,CC(C)(Cl)Cl,e1k,100.015,9.984782863,N,,,,
DTXSID4040343,Benzyl bromoacetate,5437-45-6,BrCC(=O)OCC1=CC=CC=C1,e1k,100.001,24.2239091,N,,,,
DTXSID8042426,Sulfosuccinic acid,5138-18-1,OC(=O)CC(C(O)=O)S(O)(=O)=O,e1k,100.0035,5.815675499,N,,,,
DTXSID2042276,o-Ethoxyphenol,94-71-3,CCOC1=C(O)C=CC=C1,e1k,100,26.21338425,N,,,,
DTXSID7026867,Decanedioic acid,111-20-6,OC(=O)CCCCCCCCC(O)=O,e1k,100.0015,39.50263121,N,,,,
DTXSID4021391,Tris(methylphenyl) phosphate,1330-78-5, ,e1k,100,63.74516835,N,,,,
DTXSID0020652,Gemfibrozil,25812-30-0,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,e1k,100,101.6153576,Y,,,,
DTXSID2022048,Flavone,525-82-6,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,e1k,98.848,95.05145997,Y,,,,
DTXSID7044390,N-Methylhydrazinecarbothioamide,6610-29-3,CNC(=S)NN,e1k,99.9965,11.60719102,N,,,,
DTXSID5021758,Tris(2-butoxyethyl) phosphate,78-51-3,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,e1k,99.9985,28.45604589,N,,,,
DTXSID9029223,"1,1-Bis(3,4-dimethylphenyl)ethane",1742-14-9,CC(C1=CC=C(C)C(C)=C1)C1=CC=C(C)C(C)=C1,e1k,100.001,41.05115299,N,,,,
DTXSID8042006,Glyceryl monooctanoate,26402-26-6, ,e1k,100,34.99942283,N,,,,
DTXSID7022043,"2,6-Pyridinedicarboxylic acid",499-83-2,OC(=O)C1=CC=CC(=N1)C(O)=O,e1k,99.9985,12.20882038,N,,,,
DTXSID9048198,4-Propylcyclohexanone,40649-36-3,CCCC1CCC(=O)CC1,e1k,100,34.91861942,N,,,,
DTXSID9021639,Nonanal,124-19-6,CCCCCCCCC=O,e1k,100,81.13075032,N,,,,
DTXSID4027282,Phenyl phosphorus dichloride,644-97-3,ClP(Cl)C1=CC=CC=C1,e1k,99.9385,11.18055292,N,,,,
DTXSID6042232,Hydroxycitronellal,107-75-5,CC(CCCC(C)(C)O)CC=O,e1k,99.9985,28.68346295,N,,,,
DTXSID5020029,Acrylonitrile,107-13-1,C=CC#N,e1k,99.9975,79.83144095,N,,,,
DTXSID1027479,2-(2H-Benzotriazol-2-yl)-4-methylphenol,2440-22-4,CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,e1k,99.9985,69.81418526,N,,,,
DTXSID4027525,Potassium 2-ethylhexanoate,3164-85-0,[K+].CCCCC(CC)C([O-])=O,e1k,100,22.60326922,N,,,,
DTXSID9037745,4-tert-Butylphenyl salicylate,87-18-3,CC(C)(C)C1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,e1k,99.9985,45.67223956,N,,,,
DTXSID3047712,Cornmint oil,68917-18-0, ,e1k,100,32.15945606,N,,,,
DTXSID2027258,Isopropyl formate,625-55-8,CC(C)OC=O,e1k,99.999,13.00237508,N,,,,
DTXSID5042243,Oleyl sarcosine,110-25-8,CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC(O)=O,e1k,100.0015,91.82135705,Y,,,,
DTXSID4026842,Methyl decanoate,110-42-9,CCCCCCCCCC(=O)OC,e1k,100,20.20025148,N,,,,
DTXSID6048204,4-Butylcyclohexanol,70568-60-4,CCCCC1CCC(O)CC1,e1k,100,52.65775625,N,,,,
DTXSID3042007,Glyceryl monoricinoleate,1323-38-2, ,e1k,100,85.60224745,Y,,,,
DTXSID5027356,Tris(2-methoxyethoxy)vinylsilane,1067-53-4,COCCO[Si](OCCOC)(OCCOC)C=C,e1k,99.999,44.51597799,N,,,,
DTXSID7029164,"Sodium 1,4-diisobutyl sulfosuccinate",127-39-9,[Na+].CC(C)COC(=O)CC(C(=O)OCC(C)C)S([O-])(=O)=O,e1k,99.9975,66.31583849,N,,,,
DTXSID5041512,4-Chlorophenylurea,140-38-5,NC(=O)NC1=CC=C(Cl)C=C1,e1k,99.649,19.03497634,N,,,,
DTXSID5026623,4-tert-Butylcyclohexanol,98-52-2,CC(C)(C)C1CCC(O)CC1,e1k,100,31.33237088,N,,,,
DTXSID5024263,Phosphoric acid,7664-38-2,OP(O)(O)=O,e1k,100.0045,14.61183812,N,,,,
DTXSID5021590,Dodecanoic acid,143-07-7,CCCCCCCCCCCC(O)=O,e1k,100,98.94099567,Y,,,,
DTXSID3029154,Cyclopentanone,120-92-3,O=C1CCCC1,e1k,100.0615,14.66004848,N,,,,
DTXSID1027134,Bis(2-ethylhexyl) phosphate,298-07-7,CCCCC(CC)COP(O)(=O)OCC(CC)CCCC,e1k,100,97.05211195,Y,,,,
DTXSID0042406,Sodium methyl sulfate,512-42-5,[Na+].COS([O-])(=O)=O,e1k,100.001,11.26630498,N,,,,
DTXSID9044825,3-tert-Butylphenol,585-34-2,CC(C)(C)C1=CC=CC(O)=C1,e1k,100,81.69515205,N,,,,
DTXSID4021553,Decanal,112-31-2,CCCCCCCCCC=O,e1k,100,94.73850883,Y,,,,
DTXSID3032591,"1-Bromo-3-chloro-5,5-dimethylhydantoin",16079-88-2,CC1(C)N(Br)C(=O)N(Cl)C1=O,e1k,100,33.53341798,N,,,,
DTXSID1020144,Benzoin,119-53-9,OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,e1k,99.9985,57.36860588,N,,,,
DTXSID5038830,"alpha,alpha-Dimethylphenethyl butyrate",10094-34-5,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,e1k,100.001,29.90752663,N,,,,
DTXSID5027198,N-Methylphthalimide,550-44-7,CN1C(=O)C2=C(C=CC=C2)C1=O,e1k,100,10.30083109,N,,,,
DTXSID1021871,4-Chlorophenol,106-48-9,OC1=CC=C(Cl)C=C1,e1k,100,55.25042103,N,,,,
DTXSID4044901,Triallyl trimellitate,2694-54-4,C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C,e1k,99.9975,67.27704559,N,,,,
DTXSID2047517,"Hexanedioic acid, di-C7-9-branched and linear alkyl esters",68515-75-3, ,e1k,99.997,11.58843498,N,,,,
DTXSID0041484,(3Z)-3-Hexenyl acetate,3681-71-8,CC\C=C/CCOC(C)=O,e1k,100,14.02516449,N,,,,
DTXSID2025478,Isopropyl acetate,108-21-4,CC(C)OC(C)=O,e1k,100.0075,11.24321828,N,,,,
DTXSID9044902,Calcium neodecanoate,27253-33-4, ,e1k,100.003,53.33954268,N,,,,
DTXSID7041675,(±)-Bornyl acetate,76-49-3,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,e1k,100,11.75057048,N,,,,
DTXSID8027032,2-Amino-2-methylpropan-1-ol,124-68-5,CC(C)(N)CO,e1k,100.004,12.50144292,N,,,,
DTXSID4036435,1-Octyl-2-pyrrolidone,2687-94-7,CCCCCCCCN1CCCC1=O,e1k,100,19.53134018,N,,,,
DTXSID6041426,"3,4-Dihydro-2H-pyran",110-87-2,C1COC=CC1,e1k,99.9395,12.65589345,N,,,,
DTXSID2026238,Trimethylamine,75-50-3,CN(C)C,e1k,100,1.63589155,N,,,,
DTXSID2023723,Tromethamine,77-86-1,NC(CO)(CO)CO,e1k,99.9735,12.4140544,N,,,,
DTXSID7040285,2-Hydroxyacetophenone,118-93-4,CC(=O)C1=CC=CC=C1O,e1k,100,19.08064197,N,,,,
DTXSID5027770,2-Acrylamido-2-methyl-1-propanesulfonic acid,15214-89-8,CC(C)(CS(O)(=O)=O)NC(=O)C=C,e1k,100,1.340730467,N,,,,
DTXSID2025688,Morpholine,110-91-8,C1COCCN1,e1k,99.966,-2.362459186,N,,,,
DTXSID2029290,(-)-alpha-Pinene,7785-26-4,CC1=CC[C@H]2C[C@@H]1C2(C)C,e1k,99.9985,11.6954333,N,,,,
DTXSID1033371,Cyclopentanol,96-41-3,OC1CCCC1,e1k,99.959,9.231420707,N,,,,
DTXSID7042198,N-Butyl-p-toluenesulfonamide,1907-65-9,CCCCNS(=O)(=O)C1=CC=C(C)C=C1,e1k,99.9985,18.45559151,N,,,,
DTXSID9032533,4-Bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,e1k,99.9975,94.59256536,Y,,,,
DTXSID3036286,Citralva,5146-66-7,CC(C)=CCCC(C)=CC#N,e1k,102.943,50.73414839,N,,,,
DTXSID8029105,4-Toluenesulfonamide,70-55-3,CC1=CC=C(C=C1)S(N)(=O)=O,e1k,99.4855,12.83411243,N,,,,
DTXSID1021403,Trimethyl orthophosphate,512-56-1,COP(=O)(OC)OC,e1k,100,3.850472228,N,,,,
DTXSID2027333,3-Aminopropyltriethoxysilane,919-30-2,CCO[Si](CCCN)(OCC)OCC,e1k,100.0015,-19.27543118,N,,,,
DTXSID7032559,lambda-Cyhalothrin,91465-08-6,CC1(C)[C@H](\C=C(/Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,e1k,85.6935,57.3608084,N,,,,
DTXSID6048200,"2,4,6-Trimethylbenzoic acid",480-63-7,CC1=CC(C)=C(C(O)=O)C(C)=C1,e1k,100,35.68456509,N,,,,
DTXSID7027756,3-Phenoxybenzenemethanol,13826-35-2,OCC1=CC=CC(OC2=CC=CC=C2)=C1,e1k,99.9985,93.65144812,Y,,,,
DTXSID5026912,2-[2-(2-Methoxyethoxy)ethoxy]ethanol,112-35-6,COCCOCCOCCO,e1k,100,6.062159421,N,,,,
DTXSID2025135,"1,3-Dimethyl-4-nitrobenzene",89-87-2,CC1=CC(C)=C(C=C1)[N+]([O-])=O,e1k,100.023,44.57433459,N,,,,
DTXSID6024200,m-Cresol,108-39-4,CC1=CC(O)=CC=C1,e1k,100.002,30.5726174,N,,,,
DTXSID1041184,(-)-beta-Pinene,18172-67-3,CC1(C)[C@@H]2C[C@H]1C(=C)CC2,e1k,100,12.33069639,N,,,,
DTXSID6021082,C.I. Acid Orange 10,1936-15-8,[Na+].[Na+].OC1=C(N=NC2=CC=CC=C2)C2=C(C=C(C=C2C=C1)S([O-])(=O)=O)S([O-])(=O)=O,e1k,100,108.8425064,Y,,,,
DTXSID5041641,"2,5-Dimethylbenzenesulfonic acid",609-54-1,CC1=CC=C(C)C(=C1)S(O)(=O)=O,e1k,99.998,41.54081266,N,,,,
DTXSID9025291,2-Ethylhexaldehyde,123-05-7,CCCCC(CC)C=O,e1k,104.414,5.541245624,N,,,,
DTXSID9041491,3-Phenyl-2-propen-1-ol,104-54-1,OCC=CC1=CC=CC=C1,e1k,100.033,23.72947381,N,,,,
DTXSID1042154,Methyl red,493-52-7,CN(C)C1=CC=C(C=C1)\N=N\C1=C(C=CC=C1)C(O)=O,e1k,99.9925,109.087907,Y,,,,
DTXSID3026647,4-Hydroxybenzoic acid,99-96-7,OC(=O)C1=CC=C(O)C=C1,e1k,100,84.31918974,N,,,,
DTXSID7026946,Linalyl acetate,115-95-7,CC(C)=CCCC(C)(OC(C)=O)C=C,e1k,100,15.42284676,N,,,,
DTXSID6048202,Isopropyl phenyl ketone,611-70-1,CC(C)C(=O)C1=CC=CC=C1,e1k,99.999,19.27877947,N,,,,
DTXSID4025296,2-Ethyl-2-hexenal,645-62-5,CCCC=C(CC)C=O,e1k,99.9745,23.24152962,N,,,,
DTXSID1041267,1-Ethoxy-2-propanol,1569-02-4,CCOCC(C)O,e1k,100.006,3.029485796,N,,,,
DTXSID1042491,Triethoxypentylsilane,2761-24-2,CCCCC[Si](OCC)(OCC)OCC,e1k,99.999,22.26717008,N,,,,
DTXSID8026488,Camphene,79-92-5,CC1(C)C2CCC(C2)C1=C,e1k,100,6.914999009,N,,,,
DTXSID6041472,"3,5-Dimethyl-1-hexyn-3-ol",107-54-0,CC(C)CC(C)(O)C#C,e1k,100,12.15903837,N,,,,
DTXSID1021790,2-Nitrophenol,88-75-5,OC1=C(C=CC=C1)[N+]([O-])=O,e1k,99.9985,89.17355867,Y,,,,
DTXSID3038808,"1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane",2554-06-5,C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=C)C=C)C=C)C=C,e1k,99.999,99.73330936,Y,,,,
